Report Number,Offense Number,Related Reports,Date/Time Dispatched,Date/Time Arrived,Incident Type,Incident Code,Force Used,Offense,Crime Class,Offense Flags,Section,Disposition,Domestic Violence,Location Beat,Location Type,Suspect Races,Suspect Juvenile,Suspect Hospitalization,Date/Time Created,Date/Time Last Update
21350455,003,,2021-08-17 08:42:48,2021-08-17 08:54:51,Trespass of Real Property,90J,No,CRIMINAL TRESPASS 2,PM,None of these Apply,HRS 708-0814,Adult Arrested / Charged,No,566,Other/Unknown - Non Residence,White,No,No,2021-08-17 08:17:52,2021-08-29 20:41:20
21353509,001,,2021-08-19 08:38:01,2021-08-19 08:52:14,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Adult Complaint Withdrawn,No,657,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 08:32:02,2021-08-24 12:24:26
21353495,001,,2021-08-19 08:59:12,2021-08-19 08:59:12,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,772,Other/Unknown - Non Residence,,Unknown,No,2021-08-19 08:53:05,2021-11-03 14:33:16
21353488,001,,2021-08-19 08:54:43,2021-08-19 08:54:43,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,753,Residence/Home,Unknown,Unknown,No,2021-08-19 08:47:44,2021-09-09 07:02:41
21353439,001,,2021-08-19 08:13:09,2021-08-19 08:13:09,Robbery,120,No,ROBBERY 2,FB,None of these Apply,HRS 708-0841,Adult Complaint Withdrawn,No,178,Hwy/Street/Road/Alley/Sidewalk,Black,Unknown,No,2021-08-19 08:13:09,2021-08-30 09:39:00
21353501,001,,2021-08-19 09:04:34,2021-08-19 09:04:34,Liquor Law Violations,90G,No,INTOX. LIQUOR IN PUBLIC,PM,None of these Apply,RO 40-01.02,Citation Issued,No,272,Air/Bus/Train Terminal,Unknown,No,No,2021-08-19 09:04:34,2021-08-19 11:04:30
21353404,003,,2021-08-19 07:26:36,2021-08-19 07:26:36,Drug/Narcotic Violations,35A,No,PRO DET DRUG 3,PM,None of these Apply,HRS 712-1249,Citation Issued,No,450,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-19 07:26:36,2021-09-13 12:47:10
21353502,001,,2021-08-19 08:31:53,2021-08-19 08:45:42,Robbery,120,No,ROBBERY 1,FA,None of these Apply,HRS 708-0840,Adult Complaint Withdrawn,No,562,Hwy/Street/Road/Alley/Sidewalk,Micronesian,Unknown,No,2021-08-19 08:28:26,2021-08-24 13:26:16
21353525,001,,2021-08-19 09:22:09,2021-08-19 09:22:09,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,776,Park/Playground,Unknown,Unknown,No,2021-08-19 09:09:50,2021-08-25 11:54:13
21353538,001,,2021-08-19 09:31:18,2021-08-19 09:31:18,Intimidation,13C,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Adult Complaint Withdrawn,No,755,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 09:22:18,2021-09-28 07:53:03
21353488,002,,2021-08-19 08:54:43,2021-08-19 08:54:43,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Pending Further Development,No,176,Store - Department/Discount,Unknown,Unknown,No,2021-08-19 08:47:44,2021-09-09 07:02:41
21353542,001,,,,Simple Assault,13B,No,ASSAULT 3,PM,None of these Apply,HRS 707-0712,Pending Further Development,No,252,Parking/Drop Lot/Garage,White,No,No,2021-08-19 09:37:19,2021-09-07 13:33:05
21353494,001,,2021-08-19 08:41:01,2021-08-19 08:46:27,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Open,No,551,Residence/Home,Unknown,Unknown,No,2021-08-19 08:36:53,2021-08-21 07:03:42
21353512,001,,2021-08-19 09:11:06,2021-08-19 09:11:07,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,MD,None of these Apply,HRS 708-8100,Pending Further Development,No,375,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-19 09:06:59,2021-09-07 10:49:11
21353470,001,,2021-08-19 08:22:33,2021-08-19 08:38:15,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Complaint Withdrawn,No,867,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 08:18:24,2021-08-27 12:03:26
21353467,002,,2021-08-19 08:20:32,2021-08-19 08:24:55,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Open,No,569,Residence/Home,,Unknown,No,2021-08-19 08:12:59,2021-08-19 13:22:17
21353473,001,21353533,2021-08-19 08:00:20,2021-08-19 08:02:19,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Open,No,565,Commercial/Office Building,"Hawaiian,White",No,No,2021-08-19 07:55:06,2021-10-14 09:38:32
21353533,001,21353473,2021-08-19 08:00:20,2021-08-19 08:02:19,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Adult Admin Closing,No,565,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 07:55:06,2021-10-14 09:37:51
21353484,001,,2021-08-19 08:31:26,2021-08-19 08:40:05,Motor Vehicle Theft,240,No,THEFT 2 - MOPED,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,653,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 08:24:25,2021-08-24 11:57:33
21353576,001,,2021-08-19 09:36:05,2021-08-19 09:40:18,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,272,Residence/Home,Unknown,Unknown,No,2021-08-19 09:33:59,2021-08-26 08:22:23
21353627,001,,2021-08-19 10:38:24,2021-08-19 10:38:24,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Complaint Withdrawn,No,867,Residence/Home,Unknown,Unknown,No,2021-08-19 10:31:19,2021-08-19 11:59:07
21353645,004,,2021-08-19 10:40:55,2021-08-19 10:40:55,,,No,MOBILE ELEC DEV,VL,None of these Apply,HRS 291C-0137,Citation Issued,No,870,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-19 10:40:55,2021-08-19 12:45:01
21353524,001,"21353559,21353560",2021-08-19 08:54:00,2021-08-19 08:56:10,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,760,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 08:47:02,2021-08-27 14:17:28
21353559,001,"21353524,21353560",2021-08-19 08:54:00,2021-08-19 08:56:10,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,760,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 08:47:02,2021-08-27 14:22:25
21353653,001,,2021-08-19 10:13:35,2021-08-19 10:21:14,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,455,Residence/Home,Hawaiian,No,Yes,2021-08-19 10:11:47,2021-09-13 12:49:53
21353560,001,"21353524,21353559",2021-08-19 08:54:00,2021-08-19 08:56:10,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,760,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 08:47:02,2021-08-27 14:22:49
21353640,001,,2021-08-19 10:28:48,2021-08-19 10:31:10,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Complaint Withdrawn,No,562,Commercial/Office Building,Unknown,Unknown,No,2021-08-19 10:24:26,2021-09-02 10:18:22
21353621,001,21353604,,,Intimidation,13C,No,TERR THREAT 1,FC,None of these Apply,HRS 707-0716,Adult Complaint Withdrawn,No,856,Gambling Fac/Casino/Race Track,Hawaiian,No,No,2021-08-19 10:30:59,2021-11-01 09:02:05
21353612,001,,2021-08-19 10:27:30,2021-08-19 10:27:30,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Pending Further Development,No,169,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 10:27:30,2021-09-13 07:55:26
21353690,001,,2021-08-19 10:29:08,2021-08-19 10:36:22,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Adult Complaint Withdrawn,No,850,Residence/Home,White,No,No,2021-08-19 10:26:45,2021-08-31 14:39:24
21353690,002,,2021-08-19 10:29:08,2021-08-19 10:36:22,Aggravated Assault,13A,No,ASSAULT 2,FC,None of these Apply,HRS 707-0711,Adult Complaint Withdrawn,No,850,Residence/Home,Hawaiian,No,No,2021-08-19 10:26:45,2021-08-31 14:39:24
21353678,001,,2021-08-19 11:13:13,2021-08-19 11:13:13,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Pending Further Development,No,654,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 11:13:13,2021-09-29 09:22:10
21353608,001,,2021-08-19 10:22:28,2021-08-19 10:22:28,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Open,No,865,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 10:18:30,2021-08-24 14:28:20
21353683,001,,2021-08-19 11:20:00,2021-08-19 11:20:00,Counterfeiting/Forgery,250,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Pending Further Development,No,370,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-19 11:05:11,2021-10-14 13:10:36
21353662,001,,2021-08-19 10:56:29,2021-08-19 10:56:29,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Open,No,373,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-19 10:50:28,2021-08-19 15:04:26
21353662,002,,2021-08-19 10:56:29,2021-08-19 10:56:29,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,FC,None of these Apply,HRS 708-8100,Open,No,373,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-19 10:50:28,2021-08-19 15:04:26
21353750,001,,2021-08-19 11:50:01,2021-08-19 11:56:22,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,762,Parking/Drop Lot/Garage,Other Pac. Islander,Unknown,No,2021-08-19 11:45:24,2021-09-08 07:52:12
21320871,003,,2021-07-27 20:37:35,2021-07-27 20:46:33,Trespass of Real Property,90J,No,CRIMINAL TRESPASS 2,PM,None of these Apply,HRS 708-0814,Adult Arrested / Charged,No,871,Shelter - Mission/Homeless,Japanese,No,No,2021-07-27 20:35:52,2021-09-13 12:54:20
21353496,001,21353443,2021-08-19 08:18:48,2021-08-19 08:18:48,Burglary/Breaking & Entering,220,No,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Pending Further Development,No,854,Residence/Home,Unknown,Unknown,No,2021-08-19 08:16:26,2021-09-07 13:26:21
21353604,001,21353621,2021-08-19 09:13:28,2021-08-19 09:16:22,Destruction/Damage/Vandalism of Property,290,No,CPD 2,FC,None of these Apply,HRS 708-0821,Adult Complaint Withdrawn,No,856,Hwy/Street/Road/Alley/Sidewalk,Hispanic,No,No,2021-08-19 09:12:07,2021-11-01 09:00:34
21353736,001,,2021-08-19 11:53:50,2021-08-19 11:53:50,Destruction/Damage/Vandalism of Property,290,No,CPD 2,FC,None of these Apply,HRS 708-0821,Pending Further Development,No,763,Park/Playground,Unknown,Unknown,No,2021-08-19 11:32:05,2021-08-24 08:42:29
21353754,001,,2021-08-19 11:56:46,2021-08-19 12:06:45,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Adult Complaint Withdrawn,No,351,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 11:50:46,2021-08-19 14:29:39
21353425,001,,2021-08-19 07:40:07,2021-08-19 07:46:30,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,163,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 07:35:52,2021-08-20 06:53:03
21353654,001,,2021-08-19 10:38:54,2021-08-19 10:46:33,All Other Offenses,90Z,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Adult Complaint Withdrawn,No,563,Industrial Site,Unknown,No,No,2021-08-19 10:32:22,2021-08-19 15:50:59
21353653,002,,2021-08-19 10:13:35,2021-08-19 10:21:14,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Prosecutors / Victim Kokua,Yes - Intimate,455,Residence/Home,Filipino,No,No,2021-08-19 10:11:47,2021-09-13 12:49:53
21353793,001,,,,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Adult Arrested / Charged,No,167,Government/Public Bldgs,Filipino,No,No,2021-08-19 12:23:01,2021-09-13 12:55:19
21351359,002,,2021-08-17 20:15:49,2021-08-17 20:18:21,All Other Offenses,90Z,No,NEG INJURY 1,FC,None of these Apply,HRS 707-0705,Adult Complaint Withdrawn,No,657,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-17 20:14:30,2021-10-06 18:12:04
21353800,001,,2021-08-19 12:20:17,2021-08-19 12:23:47,Aggravated Assault,13A,No,ASSAULT 2,FC,None of these Apply,HRS 707-0711,Pending Further Development,No,658,Hwy/Street/Road/Alley/Sidewalk,White,Unknown,No,2021-08-19 12:14:40,2021-09-20 14:55:26
21353807,001,,2021-08-19 12:37:07,2021-08-19 12:37:07,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Pending Further Development,No,650,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 12:27:09,2021-09-08 13:39:32
21353821,001,,2021-08-19 12:46:37,2021-08-19 12:46:37,Wire Fraud,26E,No,COMPUTER FRAUD 2,FB,None of these Apply,HRS 708-0891.5,Forwarded to Outside Agency,No,175,Cyberspace,Unknown,Unknown,No,2021-08-19 12:31:14,2021-09-27 10:57:32
21353846,001,,2021-08-19 12:43:54,2021-08-19 12:56:24,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Adult Admin Closing,No,152,Residence/Home,Unknown,Unknown,No,2021-08-19 12:36:52,2021-09-08 09:20:08
21353771,001,"18417626,19253478,19450425,20100389,20102313,21360218,21412741",2021-08-19 12:00:46,2021-08-19 12:05:18,Aggravated Assault,13A,No,ASSAULT 2,FC,Domestic Relationship,HRS 707-0711,Adult Arrested / Charged,Yes - Intimate,753,Residence/Home,Hawaiian,No,No,2021-08-19 11:58:46,2021-10-08 12:58:18
21353827,001,,2021-08-19 12:26:37,2021-08-19 12:31:57,Larceny / All Other Larceny,23H,No,THEFT 2 - BIKE,FC,None of these Apply,HRS 708-0831,Adult Arrested / Charged,No,762,Residence/Home,Chinese,No,No,2021-08-19 12:24:16,2021-09-13 12:56:20
21353865,001,,2021-08-19 13:01:09,2021-08-19 13:08:46,Destruction/Damage/Vandalism of Property,290,No,CPD 2,FC,None of these Apply,HRS 708-0821,Pending Further Development,No,564,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-19 12:44:05,2021-10-16 07:26:42
21353766,001,,2021-08-19 11:58:38,2021-08-19 12:02:17,Weapon Law Violations,520,No,AMMUNITION PL,MD,None of these Apply,HRS 134-0027,Open,No,553,Commercial/Office Building,,Unknown,No,2021-08-19 11:53:02,2021-08-20 11:24:08
21353581,001,,2021-08-19 09:42:57,2021-08-19 09:47:25,All Other Offenses,90Z,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Juvi Complaint Withdrawn,No,371,School - Elem/Middle/High,Unknown,Unknown,No,2021-08-19 09:36:34,2021-09-15 10:36:03
21353813,001,,2021-08-19 12:23:48,2021-08-19 12:27:39,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,784,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 12:19:12,2021-09-16 09:04:42
21353683,002,,2021-08-19 11:20:00,2021-08-19 11:20:00,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,370,Bank/Savings and Loan,Unknown,Unknown,No,2021-08-19 11:05:11,2021-10-14 13:10:36
21353871,001,,2021-08-19 11:58:23,2021-08-19 12:08:16,Rape,11A,No,SEX ASSAULT 1,FA,None of these Apply,HRS 707-0730,Open,No,877,Residence/Home,Unknown,Unknown,No,2021-08-19 11:53:45,2021-08-20 09:36:50
21353844,001,,2021-08-19 12:56:30,2021-08-19 13:02:23,Burglary/Breaking & Entering,220,No,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Open,No,170,Residence/Home,Unknown,Unknown,No,2021-08-19 12:50:43,2021-09-03 11:38:21
21353813,002,,2021-08-19 12:23:48,2021-08-19 12:27:39,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,MD,None of these Apply,HRS 708-8100,Pending Further Development,No,784,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 12:19:12,2021-09-16 09:04:42
21353921,001,21353949,2021-08-19 13:18:36,2021-08-19 13:18:36,,,Yes,DWOL-LICENSING,PM,None of these Apply,HRS 286-0102,Adult Arrested / Charged,No,455,Hwy/Street/Road/Alley/Sidewalk,"Hawaiian,Filipino",No,No,2021-08-19 13:18:36,2021-09-13 13:16:57
21353915,001,,2021-08-19 13:51:49,2021-08-19 13:51:49,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Forwarded to Outside Agency,No,260,Cyberspace,Unknown,Unknown,No,2021-08-19 13:43:49,2021-09-08 11:19:52
21353915,002,,2021-08-19 13:51:49,2021-08-19 13:51:49,Wire Fraud,26E,No,COMPUTER FRAUD 3,FC,None of these Apply,HRS 708-0891.6,Forwarded to Outside Agency,No,260,Cyberspace,Unknown,Unknown,No,2021-08-19 13:43:49,2021-09-08 11:19:52
21353561,001,,2021-08-19 09:30:19,2021-08-19 09:32:14,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,163,Government/Public Bldgs,Unknown,Unknown,No,2021-08-19 09:28:07,2021-08-27 10:23:23
21353848,001,21353849,2021-08-19 12:40:12,2021-08-19 12:40:12,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Complaint Withdrawn,No,266,Hwy/Street/Road/Alley/Sidewalk,Unknown,No,No,2021-08-19 12:38:02,2021-08-20 12:19:49
21353849,001,21353848,2021-08-19 12:40:12,2021-08-19 12:40:12,Simple Assault,13B,No,ASSAULT 3,PM,None of these Apply,HRS 707-0712,Adult Complaint Withdrawn,No,266,Hwy/Street/Road/Alley/Sidewalk,Hawaiian,No,No,2021-08-19 12:38:02,2021-08-20 12:20:21
21353902,001,,2021-08-19 13:21:33,2021-08-19 13:25:19,Rape,11A,No,SEX ASSAULT 2,FB,Domestic Relationship,HRS 707-0731,Open,Yes - Intimate,867,Residence/Home,White,No,No,2021-08-19 13:00:45,2021-09-18 14:55:33
21353938,001,,2021-08-19 13:59:39,,Motor Vehicle Theft,240,No,THEFT 2 - MOPED,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,755,Residence/Home,Hawaiian,No,No,2021-08-19 13:49:32,2021-10-20 08:45:45
21352417,001,,2021-08-18 14:16:24,2021-08-18 14:29:11,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Open,No,658,Store - Department/Discount,"Hawaiian,White",No,No,2021-08-18 14:04:06,2021-10-29 14:21:02
21217661,002,21217669,2021-05-22 09:11:26,2021-05-22 09:14:04,All Other Offenses,90Z,No,FRAUD USE PLATE,VL,None of these Apply,HRS 249-0011,Pending Further Development,No,559,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-05-22 08:51:46,2021-09-13 07:55:24
21353996,001,,2021-08-19 13:47:49,2021-08-19 13:52:32,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Adult Arrested / Charged,No,572,Residence/Home,Hawaiian,No,No,2021-08-19 13:44:57,2021-11-04 08:42:02
21354000,001,,,,Drug/Narcotic Violations,35A,No,PRO DET DRUG 3,VL,None of these Apply,HRS 712-1249,Pending Further Development,No,262,Other/Unknown - Non Residence,,Unknown,No,2021-08-19 14:53:37,2021-08-24 08:22:12
21354021,001,,,,Drug/Narcotic Violations,35A,No,PRO DET DRUG 1,FC,None of these Apply,HRS 712-1247,Open,No,256,Residence/Home,,Unknown,No,2021-08-19 15:09:23,2021-08-19 16:15:06
21353765,001,,2021-08-19 11:46:59,2021-08-19 11:56:29,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,161,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 11:37:10,2021-08-24 15:12:41
21353945,001,,2021-08-19 14:03:46,2021-08-19 14:08:01,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Adult Arrested / Charged,No,380,Store - Specialty,Filipino,No,No,2021-08-19 14:02:12,2021-09-08 10:00:51
21353952,001,,2021-08-19 13:37:04,2021-08-19 13:49:09,Larceny / All Other Larceny,23H,No,THEFT 2 [PURSE WALLET ETC.],FC,None of these Apply,HRS 708-0831,Adult Complaint Withdrawn,No,571,Drug Store/Dr. Offce/Hosp,,Unknown,No,2021-08-19 13:06:24,2021-08-31 12:30:16
21353972,001,21354171,2021-08-19 14:30:39,2021-08-19 14:38:04,Murder & Non-negligent Manslaughter,09A,No,MURDER 2,M2,None of these Apply,HRS 707-0701.5,Open,No,879,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 14:28:06,2021-09-04 17:16:52
21353987,001,21353977,2021-08-19 14:36:18,2021-08-19 14:36:43,Intimidation,13C,Yes,HARASSMENT,PM,None of these Apply,HRS 711-1106,Adult Arrested / Charged,No,563,Hwy/Street/Road/Alley/Sidewalk,White,No,Yes,2021-08-19 14:33:49,2021-09-13 13:19:43
21353695,001,21353696,,,Drug/Narcotic Violations,35A,No,COMM PRO MARIJUANA 2,FB,None of these Apply,HRS 712-1249.5,Adult Admin Closing,No,852,Residence/Home,,Unknown,No,2021-08-19 11:25:09,2021-08-19 16:20:40
21353757,001,,2021-08-19 12:03:34,2021-08-19 12:04:21,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Adult Complaint Withdrawn,No,653,Beach/Lake/Waterway,Unknown,Unknown,No,2021-08-19 11:58:07,2021-09-16 09:34:11
21353757,002,,2021-08-19 12:03:34,2021-08-19 12:04:21,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,FC,None of these Apply,HRS 708-8100,Adult Complaint Withdrawn,No,180,Store - Specialty,Unknown,Unknown,No,2021-08-19 11:58:07,2021-09-16 09:34:11
21354028,001,,2021-08-19 15:18:14,2021-08-19 15:18:14,Intimidation,13C,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Prosecutors / Victim Kokua,No,870,Cyberspace,Other Asian,No,No,2021-08-19 14:50:54,2021-09-07 08:41:56
21353995,001,,,,Drug/Narcotic Violations,35A,No,COMM PRO MARIJUANA 2,FB,None of these Apply,HRS 712-1249.5,Adult Admin Closing,No,372,Residence/Home,,Unknown,No,2021-08-19 14:50:50,2021-08-19 16:04:50
21354058,001,,2021-08-19 15:20:16,2021-08-19 15:26:52,Simple Assault,13B,No,ABUSE FAMILY,FC,Domestic Relationship,HRS 709-0906,Adult Complaint Declined,Yes - Intimate,550,Residence/Home,White,No,No,2021-08-19 15:07:05,2021-09-13 13:24:17
21353921,003,21353949,2021-08-19 13:18:36,2021-08-19 13:18:36,All Other Offenses,90Z,Yes,RESIST ORDR TO STOP MV 2ND,MD,None of these Apply,HRS 710-1027,Adult Arrested / Charged,No,458,Hwy/Street/Road/Alley/Sidewalk,"Hawaiian,Filipino",No,No,2021-08-19 13:18:36,2021-09-13 13:16:57
21353980,001,,,,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,754,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 14:44:51,2021-08-26 13:39:22
21353946,001,,2021-08-19 13:46:11,2021-08-19 13:54:26,Nonviolent Family Offenses,90F,No,ENDG. WELFARE MIN 2,MD,Domestic Relationship,HRS 709-0904,Open,Yes - Non Intimate,850,Residence/Home,White,No,No,2021-08-19 13:42:11,2021-08-30 11:29:46
21354013,001,,2021-08-19 15:07:48,2021-08-19 15:07:48,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,453,Other/Unknown - Non Residence,,Unknown,No,2021-08-19 14:36:29,2021-10-07 10:35:21
21354073,001,,2021-08-19 15:22:13,2021-08-19 15:23:30,Intimidation,13C,No,TERR THREAT 1,FC,None of these Apply,HRS 707-0716,Open,No,163,Hwy/Street/Road/Alley/Sidewalk,Micronesian,Unknown,No,2021-08-19 15:17:15,2021-08-26 08:25:15
21354049,001,,2021-08-19 15:31:16,2021-08-19 15:31:16,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Juvi Complaint Withdrawn,No,872,Residence/Home,Unknown,Unknown,No,2021-08-19 15:14:23,2021-08-19 19:59:28
21353696,001,21353695,,,Drug/Narcotic Violations,35A,No,COMM PRO MARIJUANA 1,FA,None of these Apply,HRS 712-1249.4,Adult Admin Closing,No,852,Residence/Home,,Unknown,No,2021-08-19 11:25:09,2021-08-19 16:24:21
21354056,001,,2021-08-19 15:13:51,2021-08-19 15:29:18,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,375,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-19 15:08:38,2021-09-07 14:53:08
21354051,001,"21224608,21271760,21382386",2021-08-19 14:32:13,,Identity Theft,26F,No,FALSE STATEMENT,MD,None of these Apply,HRS 708-8101,Open,No,756,Store - Department/Discount,,Unknown,No,2021-08-19 14:26:44,2021-09-13 07:26:57
21354117,001,,2021-08-19 16:18:15,2021-08-19 16:18:15,Identity Theft,26F,No,ID THEFT 3,FC,None of these Apply,HRS 708-0839.8,Pending Further Development,No,458,Cyberspace,Unknown,Unknown,No,2021-08-19 16:00:59,2021-09-08 09:46:14
21354117,002,,2021-08-19 16:18:15,2021-08-19 16:18:15,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,458,Cyberspace,Unknown,Unknown,No,2021-08-19 16:00:59,2021-09-08 09:46:14
21354010,001,"21360331,21384268",2021-08-19 15:06:49,2021-08-19 15:06:49,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,850,Beach/Lake/Waterway,Hawaiian,No,No,2021-08-19 14:19:22,2021-08-28 06:37:13
21354115,001,,2021-08-19 16:16:25,2021-08-19 16:16:25,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,655,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-19 15:53:20,2021-08-24 11:47:18
